Info 0    [02:07:44.792] Starting TS Server
Info 327  [02:08:31.538] getCompletionsAtPosition: isCompletionListBlocker: 0.014277999987825751
Info 328  [02:08:31.538] Returning an empty list because completion was requested in an invalid position.
Info 329  [02:08:31.560] getCompletionData: Get current token: 0.016957000130787492
Info 330  [02:08:31.560] getCompletionData: Is inside comment: 0.0036319999489933252
Info 331  [02:08:31.560] getCompletionData: Get previous token: 0.04200200014747679
Info 332  [02:08:31.560] getCompletionsAtPosition: isCompletionListBlocker: 0.012388000031933188
Info 333  [02:08:31.560] Returning an empty list because completion was requested in an invalid position.
Info 334  [02:08:31.581] getCompletionData: Get current token: 0.017001000000163913
Info 335  [02:08:31.581] getCompletionData: Is inside comment: 0.004324000095948577
Info 336  [02:08:31.581] getCompletionData: Get previous token: 0.4684270001016557
Info 337  [02:08:31.581] getCompletionsAtPosition: isCompletionListBlocker: 0.09570800000801682
Info 338  [02:08:31.581] Returning an empty list because completion was requested in an invalid position.
Info 339  [02:08:31.656] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 340  [02:08:31.681] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 35 structureChanged: false structureIsReused:: Completely Elapsed: 25.039957999950275ms
Info 341  [02:08:31.681] Different program with same set of files
Info 342  [02:08:31.682] getCompletionData: Get current token: 0.014280000003054738
Info 343  [02:08:31.682] getCompletionData: Is inside comment: 0.002993999980390072
Info 344  [02:08:31.682] getCompletionData: Get previous token: 0.04156499984674156
Info 345  [02:08:31.682] getCompletionsAtPosition: isCompletionListBlocker: 0.023782000178471208
Info 346  [02:08:31.682] Returning an empty list because completion was requested in an invalid position.
Info 347  [02:08:31.704] getCompletionData: Get current token: 0.013671000022441149
Info 348  [02:08:31.704] getCompletionData: Is inside comment: 0.003324999939650297
Info 349  [02:08:31.704] getCompletionData: Get previous token: 0.0332740000449121
Info 350  [02:08:31.704] getCompletionsAtPosition: isCompletionListBlocker: 0.015323000028729439
Info 351  [02:08:31.704] Returning an empty list because completion was requested in an invalid position.
Info 352  [02:08:31.708] getCompletionData: Get current token: 0.013517000013962388
Info 353  [02:08:31.708] getCompletionData: Is inside comment: 0.0030010000336915255
Info 354  [02:08:31.709] getCompletionData: Get previous token: 0.03335199994035065
Info 355  [02:08:31.709] getCompletionsAtPosition: isCompletionListBlocker: 0.01103400019928813
Info 356  [02:08:31.709] Returning an empty list because completion was requested in an invalid position.
Info 357  [02:08:31.730] getCompletionData: Get current token: 0.01335400016978383
Info 358  [02:08:31.730] getCompletionData: Is inside comment: 0.0032220000866800547
Info 359  [02:08:31.730] getCompletionData: Get previous token: 0.0330489999614656
Info 360  [02:08:31.730] getCompletionsAtPosition: isCompletionListBlocker: 0.010086999973282218
Info 361  [02:08:31.730] Returning an empty list because completion was requested in an invalid position.
Info 362  [02:08:31.917] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 363  [02:08:31.941] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 36 structureChanged: false structureIsReused:: Completely Elapsed: 23.83280500001274ms
Info 364  [02:08:31.941] Different program with same set of files
Info 365  [02:08:31.941] getCompletionData: Get current token: 0.015158999944105744
Info 366  [02:08:31.941] getCompletionData: Is inside comment: 0.0029980000108480453
Info 367  [02:08:31.941] getCompletionData: Get previous token: 0.047897000098600984
Info 368  [02:08:31.941] getCompletionsAtPosition: isCompletionListBlocker: 0.01424600020982325
Info 369  [02:08:31.941] Returning an empty list because completion was requested in an invalid position.
Info 370  [02:08:32.008] getCompletionData: Get current token: 0.013391999993473291
Info 371  [02:08:32.008] getCompletionData: Is inside comment: 0.0031019998714327812
Info 372  [02:08:32.008] getCompletionData: Get previous token: 0.03296099998988211
Info 373  [02:08:32.009] getCompletionsAtPosition: isCompletionListBlocker: 0.015030999900773168
Info 374  [02:08:32.009] Returning an empty list because completion was requested in an invalid position.
Info 375  [02:08:32.009] getCompletionData: Get current token: 0.023996999952942133
Info 376  [02:08:32.009] getCompletionData: Is inside comment: 0.0029670000076293945
Info 377  [02:08:32.009] getCompletionData: Get previous token: 0.045652000000700355
Info 378  [02:08:32.009] getCompletionsAtPosition: isCompletionListBlocker: 0.007651000050827861
Info 379  [02:08:32.009] Returning an empty list because completion was requested in an invalid position.
Info 380  [02:08:32.009] getCompletionData: Get current token: 0.012529000174254179
Info 381  [02:08:32.009] getCompletionData: Is inside comment: 0.0027420001570135355
Info 382  [02:08:32.009] getCompletionData: Get previous token: 0.03200300014577806
Info 383  [02:08:32.009] getCompletionsAtPosition: isCompletionListBlocker: 0.0068900000769644976
Info 384  [02:08:32.009] Returning an empty list because completion was requested in an invalid position.
Info 385  [02:08:32.191] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 386  [02:08:32.214] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 37 structureChanged: false structureIsReused:: Completely Elapsed: 22.87874500011094ms
Info 387  [02:08:32.214] Different program with same set of files
Info 388  [02:08:32.360] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 389  [02:08:32.386] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 38 structureChanged: false structureIsReused:: Completely Elapsed: 26.163944999920204ms
Info 390  [02:08:32.386] Different program with same set of files
Info 391  [02:08:32.387] getCompletionData: Get current token: 0.014785000123083591
Info 392  [02:08:32.387] getCompletionData: Is inside comment: 0.0031799999997019768
Info 393  [02:08:32.387] getCompletionData: Get previous token: 0.047005000058561563
Info 394  [02:08:32.387] getCompletionsAtPosition: isCompletionListBlocker: 0.01273999991826713
Info 395  [02:08:32.387] Returning an empty list because completion was requested in an invalid position.
Info 396  [02:08:32.396] getCompletionData: Get current token: 0.014538999879732728
Info 397  [02:08:32.397] getCompletionData: Is inside comment: 0.003942999988794327
Info 398  [02:08:32.398] getCompletionData: Get previous token: 1.7637799999210984
Info 399  [02:08:32.398] getCompletionsAtPosition: isCompletionListBlocker: 0.023101999890059233
Info 400  [02:08:32.398] Returning an empty list because completion was requested in an invalid position.
Info 401  [02:08:32.399] getCompletionData: Get current token: 0.015438999980688095
Info 402  [02:08:32.399] getCompletionData: Is inside comment: 0.003447999944910407
Info 403  [02:08:32.399] getCompletionData: Get previous token: 0.03958499990403652
Info 404  [02:08:32.399] getCompletionsAtPosition: isCompletionListBlocker: 0.009129999903962016
Info 405  [02:08:32.399] Returning an empty list because completion was requested in an invalid position.
Info 406  [02:08:32.399] getCompletionData: Get current token: 0.015291000017896295
Info 407  [02:08:32.399] getCompletionData: Is inside comment: 0.0030400000978261232
Info 408  [02:08:32.399] getCompletionData: Get previous token: 0.03939399984665215
Info 409  [02:08:32.399] getCompletionsAtPosition: isCompletionListBlocker: 0.007684000069275498
Info 410  [02:08:32.399] Returning an empty list because completion was requested in an invalid position.
Info 411  [02:08:32.412] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 412  [02:08:32.494] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 39 structureChanged: false structureIsReused:: Completely Elapsed: 81.33443700009957ms
Info 413  [02:08:32.494] Different program with same set of files
Info 414  [02:08:32.494] getCompletionData: Get current token: 0.013589999871328473
Info 415  [02:08:32.494] getCompletionData: Is inside comment: 0.0032259998843073845
Info 416  [02:08:32.494] getCompletionData: Get previous token: 0.03265899978578091
Info 417  [02:08:32.494] getCompletionsAtPosition: isCompletionListBlocker: 0.013172999955713749
Info 418  [02:08:32.494] Returning an empty list because completion was requested in an invalid position.
Info 419  [02:08:32.501] getCompletionData: Get current token: 0.013779999921098351
Info 420  [02:08:32.501] getCompletionData: Is inside comment: 0.0037689998280256987
Info 421  [02:08:32.501] getCompletionData: Get previous token: 0.025634000077843666
Info 422  [02:08:32.501] getCompletionsAtPosition: isCompletionListBlocker: 0.015241000102832913
Info 423  [02:08:32.501] Returning an empty list because completion was requested in an invalid position.
Info 424  [02:08:32.513] getCompletionData: Get current token: 0.012599999783560634
Info 425  [02:08:32.513] getCompletionData: Is inside comment: 0.003111999947577715
Info 426  [02:08:32.513] getCompletionData: Get previous token: 0.023637000005692244
Info 427  [02:08:32.513] getCompletionsAtPosition: isCompletionListBlocker: 0.014724999899044633
Info 428  [02:08:32.513] Returning an empty list because completion was requested in an invalid position.
Info 429  [02:08:32.535] getCompletionData: Get current token: 0.011837000027298927
Info 430  [02:08:32.535] getCompletionData: Is inside comment: 0.003001999808475375
Info 431  [02:08:32.535] getCompletionData: Get previous token: 0.022311999928206205
Info 432  [02:08:32.535] getCompletionsAtPosition: isCompletionListBlocker: 0.012149000074714422
Info 433  [02:08:32.535] Returning an empty list because completion was requested in an invalid position.
Info 434  [02:08:32.609] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 435  [02:08:32.633] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 40 structureChanged: false structureIsReused:: Completely Elapsed: 23.438346999930218ms
Info 436  [02:08:32.633] Different program with same set of files
Info 437  [02:08:32.634] getCompletionData: Get current token: 0.013680000090971589
Info 438  [02:08:32.634] getCompletionData: Is inside comment: 0.003025999991223216
Info 439  [02:08:32.634] getCompletionData: Get previous token: 0.032675000140443444
Info 440  [02:08:32.634] getCompletionsAtPosition: isCompletionListBlocker: 0.013404999859631062
Info 441  [02:08:32.634] Returning an empty list because completion was requested in an invalid position.
Info 442  [02:08:32.656] getCompletionData: Get current token: 0.01218800013884902
Info 443  [02:08:32.656] getCompletionData: Is inside comment: 0.0029959999956190586
Info 444  [02:08:32.656] getCompletionData: Get previous token: 0.02353199990466237
Info 445  [02:08:32.656] getCompletionsAtPosition: isCompletionListBlocker: 0.013562999898567796
Info 446  [02:08:32.656] Returning an empty list because completion was requested in an invalid position.
Info 447  [02:08:32.668] getCompletionData: Get current token: 0.01222599996253848
Info 448  [02:08:32.668] getCompletionData: Is inside comment: 0.0028329999186098576
Info 449  [02:08:32.668] getCompletionData: Get previous token: 0.023210000013932586
Info 450  [02:08:32.669] getCompletionsAtPosition: isCompletionListBlocker: 0.010397000005468726
Info 451  [02:08:32.669] Returning an empty list because completion was requested in an invalid position.
Info 452  [02:08:32.690] getCompletionData: Get current token: 0.01204099995084107
Info 453  [02:08:32.690] getCompletionData: Is inside comment: 0.0027389999013394117
Info 454  [02:08:32.690] getCompletionData: Get previous token: 0.023876999970525503
Info 455  [02:08:32.690] getCompletionsAtPosition: isCompletionListBlocker: 0.009375999914482236
Info 456  [02:08:32.690] Returning an empty list because completion was requested in an invalid position.
